trainSet	testSet	neighbourhood	neighbourhoodSize	threshold	predictor	similarityMetric	predictionMetric	socialNeighbourhood	socialThreshold	RMSE	runTime
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	cosine	adjweighted	null	null	0.8751627823245783	1.192954
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	pearson	weighted	null	null	0.8763320892690962	1.07915
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	pearson	adjusted	null	null	0.8693106332761675	1.061014
0.1_set1.base	0.1_set1.test	threshold	null	0.7	userbased	pearson	adjweighted	null	null	0.8693090864115827	1.081361
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	cosine	weighted	null	null	0.8822321978639547	1.240791
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	cosine	adjusted	null	null	0.8751329518521171	1.229982
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	cosine	adjweighted	null	null	0.8751328010367474	1.185397
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	pearson	weighted	null	null	0.8763453159358248	1.073761
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	pearson	adjusted	null	null	0.8692655014088434	1.074668
0.1_set1.base	0.1_set1.test	threshold	null	0.8	userbased	pearson	adjweighted	null	null	0.8692661331256251	1.069215
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	cosine	weighted	null	null	0.8821099703888612	1.171016
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	cosine	adjusted	null	null	0.874971214383583	1.175147
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	cosine	adjweighted	null	null	0.8749753146088318	1.177428
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	pearson	weighted	null	null	0.8762779180556475	1.07753
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	pearson	adjusted	null	null	0.8691986825695184	1.068896
0.1_set1.base	0.1_set1.test	threshold	null	0.9	userbased	pearson	adjweighted	null	null	0.8691979220877506	1.058862
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	cosine	weighted	null	null	0.8811102351114711	1.155743
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	cosine	adjusted	null	null	0.8739664964661135	1.151414
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	cosine	adjweighted	null	null	0.8739664964661135	1.129508
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	pearson	weighted	null	null	0.8744118367755164	1.045976
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	pearson	adjusted	null	null	0.8677485158268808	1.048403
0.1_set1.base	0.1_set1.test	threshold	null	1.0	userbased	pearson	adjweighted	null	null	0.8677485158268808	1.090252
0.1_set2.base	0.1_set2.test	size	1	null	userbased	cosine	weighted	null	null	0.8537529462363604	1.843718
0.1_set2.base	0.1_set2.test	size	1	null	userbased	cosine	adjusted	null	null	0.8523767885167756	1.692607
0.1_set2.base	0.1_set2.test	size	1	null	userbased	cosine	adjweighted	null	null	0.8523832079342629	1.468931
0.1_set2.base	0.1_set2.test	size	1	null	userbased	pearson	weighted	null	null	0.8548888392507433	1.835093
0.1_set2.base	0.1_set2.test	size	1	null	userbased	pearson	adjusted	null	null	0.8526421305141438	2.081299
0.1_set2.base	0.1_set2.test	size	1	null	userbased	pearson	adjweighted	null	null	0.8526455120011666	1.519575
0.1_set2.base	0.1_set2.test	size	2	null	userbased	cosine	weighted	null	null	0.8561891196005377	1.35727
0.1_set2.base	0.1_set2.test	size	2	null	userbased	cosine	adjusted	null	null	0.8538465595484696	1.377745
0.1_set2.base	0.1_set2.test	size	2	null	userbased	cosine	adjweighted	null	null	0.8538612412190623	1.552094
0.1_set2.base	0.1_set2.test	size	2	null	userbased	pearson	weighted	null	null	0.8578111614796174	2.094185
0.1_set2.base	0.1_set2.test	size	2	null	userbased	pearson	adjusted	null	null	0.8546329360533336	1.564365
0.1_set2.base	0.1_set2.test	size	2	null	userbased	pearson	adjweighted	null	null	0.8546398970102327	1.98836
0.1_set2.base	0.1_set2.test	size	5	null	userbased	cosine	weighted	null	null	0.8637899975204344	1.562582
0.1_set2.base	0.1_set2.test	size	5	null	userbased	cosine	adjusted	null	null	0.8587260724926736	1.818491
0.1_set2.base	0.1_set2.test	size	5	null	userbased	cosine	adjweighted	null	null	0.8588047979813698	1.527378
0.1_set2.base	0.1_set2.test	size	5	null	userbased	pearson	weighted	null	null	0.8659833286754844	1.647169
0.1_set2.base	0.1_set2.test	size	5	null	userbased	pearson	adjusted	null	null	0.8612209529413345	1.646117
0.1_set2.base	0.1_set2.test	size	5	null	userbased	pearson	adjweighted	null	null	0.8604921766230266	1.542096
0.1_set2.base	0.1_set2.test	size	10	null	userbased	cosine	weighted	null	null	0.8774840937076016	1.673271
0.1_set2.base	0.1_set2.test	size	10	null	userbased	cosine	adjusted	null	null	0.8693151960169041	1.62077
0.1_set2.base	0.1_set2.test	size	10	null	userbased	cosine	adjweighted	null	null	0.868617752220448	1.543873
0.1_set2.base	0.1_set2.test	size	10	null	userbased	pearson	weighted	null	null	0.8762510622173252	1.847218
0.1_set2.base	0.1_set2.test	size	10	null	userbased	pearson	adjusted	null	null	0.8692214282679865	1.887113
0.1_set2.base	0.1_set2.test	size	10	null	userbased	pearson	adjweighted	null	null	0.8682226113645395	2.053691
0.1_set2.base	0.1_set2.test	size	20	null	userbased	cosine	weighted	null	null	0.8896165998867474	2.056667
0.1_set2.base	0.1_set2.test	size	20	null	userbased	cosine	adjusted	null	null	0.8807915159265457	1.969789
0.1_set2.base	0.1_set2.test	size	20	null	userbased	cosine	adjweighted	null	null	0.8791087727845718	1.860748
0.1_set2.base	0.1_set2.test	size	20	null	userbased	pearson	weighted	null	null	0.886045919917089	1.966908
0.1_set2.base	0.1_set2.test	size	20	null	userbased	pearson	adjusted	null	null	0.8801294602557943	1.804291
0.1_set2.base	0.1_set2.test	size	20	null	userbased	pearson	adjweighted	null	null	0.8763819054340971	1.722771
0.1_set2.base	0.1_set2.test	size	50	null	userbased	cosine	weighted	null	null	0.8955451800394986	1.78612
0.1_set2.base	0.1_set2.test	size	50	null	userbased	cosine	adjusted	null	null	0.8946333609860276	2.049342
0.1_set2.base	0.1_set2.test	size	50	null	userbased	cosine	adjweighted	null	null	0.8849100494655677	2.082088
0.1_set2.base	0.1_set2.test	size	50	null	userbased	pearson	weighted	null	null	0.890798609744751	2.05765
0.1_set2.base	0.1_set2.test	size	50	null	userbased	pearson	adjusted	null	null	0.9025858797662919	2.166725
0.1_set2.base	0.1_set2.test	size	50	null	userbased	pearson	adjweighted	null	null	0.8810144638426202	2.126296
0.1_set2.base	0.1_set2.test	size	100	null	userbased	cosine	weighted	null	null	0.8956230947572965	2.505709
0.1_set2.base	0.1_set2.test	size	100	null	userbased	cosine	adjusted	null	null	0.9098058732236781	2.345788
0.1_set2.base	0.1_set2.test	size	100	null	userbased	cosine	adjweighted	null	null	0.8869443582247593	2.289691
0.1_set2.base	0.1_set2.test	size	100	null	userbased	pearson	weighted	null	null	0.8892372178779197	2.320742
0.1_set2.base	0.1_set2.test	size	100	null	userbased	pearson	adjusted	null	null	0.9152687218217003	2.321748
0.1_set2.base	0.1_set2.test	size	100	null	userbased	pearson	adjweighted	null	null	0.8805373631945529	2.316752
0.1_set2.base	0.1_set2.test	size	200	null	userbased	cosine	weighted	null	null	0.894503867321072	3.04012
0.1_set2.base	0.1_set2.test	size	200	null	userbased	cosine	adjusted	null	null	0.9150170125624556	2.92708
0.1_set2.base	0.1_set2.test	size	200	null	userbased	cosine	adjweighted	null	null	0.8862265062158792	2.84556
0.1_set2.base	0.1_set2.test	size	200	null	userbased	pearson	weighted	null	null	0.8891477928253866	2.867335
0.1_set2.base	0.1_set2.test	size	200	null	userbased	pearson	adjusted	null	null	0.9145792544342924	2.966193
0.1_set2.base	0.1_set2.test	size	200	null	userbased	pearson	adjweighted	null	null	0.8805193421749952	3.060839
0.1_set2.base	0.1_set2.test	size	500	null	userbased	cosine	weighted	null	null	0.8945056090317546	5.865947
0.1_set2.base	0.1_set2.test	size	500	null	userbased	cosine	adjusted	null	null	0.8987802543414031	5.508464
0.1_set2.base	0.1_set2.test	size	500	null	userbased	cosine	adjweighted	null	null	0.8862241192362574	5.416951
0.1_set2.base	0.1_set2.test	size	500	null	userbased	pearson	weighted	null	null	0.8891477928253866	5.758364
0.1_set2.base	0.1_set2.test	size	500	null	userbased	pearson	adjusted	null	null	0.9001262706052502	5.985667
0.1_set2.base	0.1_set2.test	size	500	null	userbased	pearson	adjweighted	null	null	0.8805193421749952	5.792052
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	cosine	weighted	null	null	0.8945056090317546	11.384423
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	cosine	adjusted	null	null	0.9000462397053968	11.343277
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	cosine	adjweighted	null	null	0.8862241192362574	10.590317
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	pearson	weighted	null	null	0.8891477928253866	10.701551
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	pearson	adjusted	null	null	0.9008803071115095	10.710286
0.1_set2.base	0.1_set2.test	size	1000	null	userbased	pearson	adjweighted	null	null	0.8805193421749952	10.559096
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	cosine	weighted	null	null	0.8945056090317546	15.264364
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	cosine	adjusted	null	null	0.8869986915816528	14.67601
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	cosine	adjweighted	null	null	0.8862241192362574	14.723324
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	pearson	weighted	null	null	0.8891477928253866	15.060898
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	pearson	adjusted	null	null	0.887981025770611	14.594476
0.1_set2.base	0.1_set2.test	size	1500	null	userbased	pearson	adjweighted	null	null	0.8805193421749952	14.819705
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	cosine	weighted	null	null	0.8945056090317546	18.980636
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	cosine	adjusted	null	null	0.8819340450099047	19.210353
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	cosine	adjweighted	null	null	0.8862241192362574	19.113305
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	pearson	weighted	null	null	0.8891477928253866	19.439425
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	pearson	adjusted	null	null	0.8819340450099047	18.938031
0.1_set2.base	0.1_set2.test	size	2000	null	userbased	pearson	adjweighted	null	null	0.8805193421749952	19.222429
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	cosine	weighted	null	null	0.8945056090317546	18.578487
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	cosine	adjusted	null	null	0.8819340450099047	18.489036
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	cosine	adjweighted	null	null	0.8862241192362574	18.506728
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	pearson	weighted	null	null	0.8891477928253866	18.75927
0.1_set2.base	0.1_set2.test	threshold	null	0.0	userbased	pearson	adjusted	null	null	0.8824725819953301	18.485441
